飞机地址码,数据来源,航班号,飞机注册号,航向,经度,维度,垂直加速度,地速,高度,接收机位置,未知 
78031b,SYAirport,ZH9628,,250.031677,123.483765,41.640244,19,612,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486267,41.637104,0,0,0,ZYTX,ZYTX
78031B,OKAir,ZH9628,B-6316,250.194595,119.177628,41.257946,19,612,9776,TSNBK1,TSNBK1
780B21,SH,ZH9623,,309.986877,109.373489,21.697723,0,749,10393,ZGBH,ZGBH
78031b,SYAirport,ZH9628,,250.031677,123.483765,41.640244,19,612,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486252,41.637096,0,0,0,ZYTX,ZYTX
780B21,SH,ZH9623,,309.986877,109.373489,21.697723,0,749,10393,ZGBH,ZGBH
78031b,SYAirport,ZH9628,,250.031677,123.483765,41.640244,19,612,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486252,41.637096,0,0,0,ZYTX,ZYTX
78031B,OKAir,ZH9628,B-6316,250.194595,119.177628,41.257946,19,612,9776,TSNBK1,TSNBK1
78031B,OKAir,ZH9628,B-6316,250.194595,119.177628,41.257946,19,612,9776,TSNBK1,TSNBK1
780B21,SH,ZH9623,,309.986877,109.373489,21.697723,0,749,10393,ZGBH,ZGBH
78031b,SYAirport,ZH9628,,250.031677,123.483765,41.640244,19,612,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486252,41.637096,0,0,0,ZYTX,ZYTX
78031B,OKAir,ZH9628,B-6316,250.194595,119.177628,41.257946,19,612,9776,TSNBK1,TSNBK1
780B21,SH,ZH9623,,309.986877,109.373489,21.697723,0,749,10393,ZGBH,ZGBH
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,19,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486252,41.637096,0,0,0,ZYTX,ZYTX
78031B,OKAir,ZH9628,B-6316,250.194595,119.177628,41.257946,19,612,9776,TSNBK1,TSNBK1
780B21,SH,ZH9623,,309.986877,109.347626,21.717957,0,749,10393,ZGBH,ZGBH
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,0,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486252,41.637096,0,0,0,ZYTX,ZYTX
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,0,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486252,41.637096,0,0,0,ZYTX,ZYTX
780B21,SH,ZH9623,,309.986877,109.344223,21.720623,0,749,10393,ZGBH,ZGBH
78031B,OKAir,ZH9628,B-6316,250.194595,119.177628,41.257946,19,612,9776,TSNBK1,TSNBK1
78031B,OKAir,ZH9628,B-6316,250.194595,119.177628,41.257946,19,612,9776,TSNBK1,TSNBK1
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,0,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486252,41.637096,0,0,0,ZYTX,ZYTX
780B21,SH,ZH9623,,309.986877,109.344223,21.720623,0,749,10393,ZGBH,ZGBH
78031B,OKAir,ZH9628,B-6316,250.194595,119.177628,41.257946,19,612,9776,TSNBK1,TSNBK1
780B21,SH,ZH9623,,309.986877,109.336533,21.726654,-19,749,10393,ZGBH,ZGBH
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,0,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486252,41.637096,0,0,0,ZYTX,ZYTX
78031B,OKAir,ZH9628,B-6316,250.194595,119.177628,41.257946,19,612,9776,TSNBK1,TSNBK1
780B21,SH,ZH9623,,309.986877,109.336533,21.726654,-19,749,10393,ZGBH,ZGBH
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,0,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486252,41.637096,0,0,0,ZYTX,ZYTX
78031B,OKAir,ZH9628,B-6316,250.194595,119.177628,41.257946,19,612,9776,TSNBK1,TSNBK1
780B21,SH,ZH9623,,309.986877,109.330994,21.731003,0,749,10393,ZGBH,ZGBH
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,0,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486252,41.637096,0,0,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,101.196297,111.080414,23.313080,-448,915,9494,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.986877,109.334091,21.728577,0,749,10393,HAKHU1,HAKHU1
780B21,SH,ZH9623,,309.986877,109.327301,21.733887,0,749,10393,ZGBH,ZGBH
78031B,OKAir,ZH9628,B-6316,250.194595,119.177628,41.257946,19,612,9776,TSNBK1,TSNBK1
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,0,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486252,41.637096,0,0,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,101.196297,111.080414,23.313080,-448,915,9494,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.986877,109.334091,21.728577,0,749,10393,HAKHU1,HAKHU1
78031B,OKAir,ZH9628,B-6316,250.194595,119.177628,41.257946,19,612,9776,TSNBK1,TSNBK1
780B21,SH,ZH9623,,309.986877,109.324203,21.736313,0,749,10393,ZGBH,ZGBH
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,0,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486252,41.637096,0,0,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,101.196297,111.080414,23.313080,-448,915,9494,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.986877,109.334091,21.728577,0,749,10393,HAKHU1,HAKHU1
78031B,OKAir,ZH9628,B-6316,250.194595,119.177628,41.257946,19,612,9776,TSNBK1,TSNBK1
780B21,SH,ZH9623,,309.986877,109.321152,21.738693,0,749,10393,ZGBH,ZGBH
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,0,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486267,41.637104,0,0,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,101.196297,111.080414,23.313080,-448,915,9494,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.986877,109.334091,21.728577,0,749,10393,HAKHU1,HAKHU1
780B21,SH,ZH9623,,309.986877,109.319611,21.739943,0,749,10393,ZGBH,ZGBH
78031B,OKAir,ZH9628,B-6316,250.194595,119.177628,41.257946,19,612,9776,TSNBK1,TSNBK1
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,0,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486267,41.637104,0,0,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,101.196297,111.080414,23.313080,-448,915,9494,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.986877,109.334091,21.728577,0,749,10393,HAKHU1,HAKHU1
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,0,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486267,41.637104,0,0,0,ZYTX,ZYTX
78031B,OKAir,ZH9628,B-6316,250.194595,119.177628,41.257946,19,612,9776,TSNBK1,TSNBK1
780B21,SH,ZH9623,,309.986877,109.319611,21.739943,0,749,10393,ZGBH,ZGBH
780317,HNAir,ZH9996,B-5322,101.196297,111.361717,23.262543,-448,915,9418,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.986877,109.334091,21.728577,0,749,10393,HAKHU1,HAKHU1
78031B,OKAir,ZH9628,B-6316,250.194595,119.177628,41.257946,19,612,9776,TSNBK1,TSNBK1
780B21,SH,ZH9623,,309.986877,109.312233,21.745714,0,749,10393,ZGBH,ZGBH
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,0,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486252,41.637096,0,0,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,99.734230,111.361717,23.262543,-487,898,9418,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.986877,109.334091,21.728577,0,749,10393,HAKHU1,HAKHU1
78031B,OKAir,ZH9628,B-6316,250.194595,119.177628,41.257946,19,612,9776,TSNBK1,TSNBK1
780B21,SH,ZH9623,,309.986877,109.312233,21.745714,0,749,10393,ZGBH,ZGBH
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,0,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486252,41.637096,0,0,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,99.734230,111.361717,23.262543,-487,898,9418,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.986877,109.334091,21.728577,0,749,10393,HAKHU1,HAKHU1
78031B,OKAir,ZH9628,B-6316,250.194595,119.177628,41.257946,19,612,9776,TSNBK1,TSNBK1
780B21,SH,ZH9623,,309.896057,109.312233,21.745714,19,750,10393,ZGBH,ZGBH
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,0,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486252,41.637096,0,0,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,99.774345,111.376801,23.260105,-487,894,9364,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.986877,109.334091,21.728577,0,749,10393,HAKHU1,HAKHU1
78031B,OKAir,ZH9628,B-6316,250.194595,119.177628,41.257946,19,612,9776,TSNBK1,TSNBK1
780B21,SH,ZH9623,,309.896057,109.302681,21.753159,19,750,10393,ZGBH,ZGBH
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,0,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486252,41.637096,0,0,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,99.774345,111.381844,23.259338,-487,894,9349,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.986877,109.334091,21.728577,0,749,10393,HAKHU1,HAKHU1
78031B,OKAir,ZH9628,B-6316,250.194595,119.177628,41.257946,19,612,9776,TSNBK1,TSNBK1
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,0,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486252,41.637096,0,0,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,99.911613,111.381844,23.259338,-487,893,9349,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.986877,109.334091,21.728577,0,749,10393,HAKHU1,HAKHU1
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,0,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486267,41.637089,0,2,0,ZYTX,ZYTX
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,0,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486267,41.637089,0,2,0,ZYTX,ZYTX
780B21,SH,ZH9623,,309.896057,109.299873,21.755350,0,750,10393,ZGBH,ZGBH
780B21,SH,ZH9623,,309.787445,109.299873,21.755350,0,749,10393,ZGBH,ZGBH
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,0,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486267,41.637089,0,2,0,ZYTX,ZYTX
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,0,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486267,41.637089,0,2,0,ZYTX,ZYTX
780786,OKAir,ZH9959,B-5606,25.346176,115.622452,37.382263,-292,817,8549,TSNBK1,TSNBK1
780317,HNAir,ZH9996,B-5322,99.911613,111.391144,23.257824,-487,893,9319,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.986877,109.334091,21.728577,0,749,10393,HAKHU1,HAKHU1
780317,HNAir,ZH9996,B-5322,99.911613,111.395172,23.257187,-487,893,9311,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.986877,109.334091,21.728577,0,749,10393,HAKHU1,HAKHU1
780317,HNAir,ZH9996,B-5322,99.911613,111.395172,23.257187,-487,893,9311,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.787445,109.290619,21.762566,0,749,10393,HAKHU1,HAKHU1
780317,HNAir,ZH9996,B-5322,99.952690,111.406860,23.255310,-487,889,9273,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.787445,109.290619,21.762566,0,749,10393,HAKHU1,HAKHU1
780786,OKAir,ZH9959,B-5606,25.401846,115.622452,37.382263,-292,815,8549,TSNBK1,TSNBK1
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,0,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486359,41.637009,0,7,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,99.952690,111.406860,23.255310,-487,889,9273,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.787445,109.282906,21.768585,0,749,10393,HAKHU1,HAKHU1
780786,OKAir,ZH9959,B-5606,25.457743,115.622452,37.382263,-292,814,8549,TSNBK1,TSNBK1
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,0,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486389,41.636982,0,8,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,99.952690,111.406860,23.255310,-487,889,9273,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.787445,109.282906,21.768585,0,749,10393,HAKHU1,HAKHU1
780786,OKAir,ZH9959,B-5606,25.457743,115.622452,37.382263,-292,814,8458,TSNBK1,TSNBK1
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,0,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486404,41.636963,0,9,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,99.952690,111.406860,23.255310,-487,889,9273,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.787445,109.282906,21.768585,0,749,10393,HAKHU1,HAKHU1
780B21,SH,ZH9623,,309.787445,109.299873,21.755350,0,749,10393,ZGBH,ZGBH
780B21,SH,ZH9623,,309.787445,109.289696,21.763275,0,749,10393,ZGBH,ZGBH
780B21,SH,ZH9623,,309.787445,109.289696,21.763275,0,749,10393,ZGBH,ZGBH
780B21,SH,ZH9623,,309.787445,109.283852,21.767874,0,749,10393,ZGBH,ZGBH
780786,OKAir,ZH9959,B-5606,25.457743,115.622452,37.382263,-292,814,8458,TSNBK1,TSNBK1
780B21,SH,ZH9623,,309.787445,109.280746,21.770248,0,749,10393,ZGBH,ZGBH
780B21,SH,ZH9623,,309.787445,109.277962,21.772430,0,749,10393,ZGBH,ZGBH
780B21,SH,ZH9623,,309.787445,109.274597,21.775089,0,749,10393,ZGBH,ZGBH
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,0,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486465,41.636925,0,10,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,99.952690,111.421791,23.252838,-487,889,9220,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.787445,109.282906,21.768585,0,749,10393,HAKHU1,HAKHU1
780786,OKAir,ZH9959,B-5606,25.457743,115.622452,37.382263,-292,814,8458,TSNBK1,TSNBK1
780B21,SH,ZH9623,,309.787445,109.274597,21.775089,0,749,10393,ZGBH,ZGBH
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,0,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486511,41.636890,0,11,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,99.952690,111.421791,23.252838,-487,889,9220,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.787445,109.282906,21.768585,-19,749,10393,HAKHU1,HAKHU1
780786,OKAir,ZH9959,B-5606,25.457743,115.622452,37.382263,-292,814,8458,TSNBK1,TSNBK1
780B21,SH,ZH9623,,309.787445,109.269318,21.779160,-19,749,10393,ZGBH,ZGBH
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,0,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486557,41.636845,0,12,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,99.952690,111.421791,23.252838,-487,889,9220,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.787445,109.282906,21.768585,-19,749,10393,HAKHU1,HAKHU1
78031b,SYAirport,ZH9628,,250.090652,123.483765,41.640244,0,614,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486633,41.636810,0,12,0,ZYTX,ZYTX
780786,OKAir,ZH9959,B-5606,25.333704,115.653374,37.434380,-292,809,8404,TSNBK1,TSNBK1
780B21,SH,ZH9623,,309.787445,109.267166,21.780861,-19,749,10393,ZGBH,ZGBH
780317,HNAir,ZH9996,B-5322,99.952690,111.421791,23.252838,-487,889,9220,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.787445,109.282906,21.768585,-19,749,10393,HAKHU1,HAKHU1
780786,OKAir,ZH9959,B-5606,25.333704,115.653374,37.434380,-292,809,8404,TSNBK1,TSNBK1
780B21,SH,ZH9623,,309.787445,109.263779,21.783463,-19,749,10393,ZGBH,ZGBH
78031b,SYAirport,ZH9628,,250.207581,123.483765,41.640244,0,618,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486687,41.636787,0,12,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,99.952690,111.421791,23.252838,-487,889,9220,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.787445,109.282906,21.768585,-19,749,10393,HAKHU1,HAKHU1
780B21,SH,ZH9623,,309.896057,109.259132,21.787100,-19,750,10393,ZGBH,ZGBH
780786,OKAir,ZH9959,B-5606,25.333704,115.653374,37.434380,-292,809,8404,TSNBK1,TSNBK1
78031b,SYAirport,ZH9628,,250.207581,123.483765,41.640244,0,618,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486763,41.636776,0,12,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,99.952690,111.421791,23.252838,-487,889,9220,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.787445,109.282906,21.768585,-19,749,10393,HAKHU1,HAKHU1
780786,OKAir,ZH9959,B-5606,25.333704,115.653374,37.434380,-292,809,8404,TSNBK1,TSNBK1
780B21,SH,ZH9623,,309.896057,109.256989,21.788773,-19,750,10393,ZGBH,ZGBH
78031b,SYAirport,ZH9628,,250.207581,123.483765,41.640244,0,618,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486862,41.636776,0,12,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,99.952690,111.421791,23.252838,-487,889,9220,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.787445,109.282906,21.768585,-19,749,10393,HAKHU1,HAKHU1
780786,OKAir,ZH9959,B-5606,25.333704,115.653374,37.434380,-292,809,8404,TSNBK1,TSNBK1
780B21,SH,ZH9623,,309.986877,109.256989,21.788773,-19,749,10393,ZGBH,ZGBH
78031b,SYAirport,ZH9628,,250.207581,123.483765,41.640244,0,618,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.486923,41.636765,0,12,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,99.952690,111.421791,23.252838,-487,889,9220,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.986877,109.282906,21.768585,-19,749,10393,HAKHU1,HAKHU1
780786,OKAir,ZH9959,B-5606,25.333704,115.653374,37.434380,-292,809,8404,TSNBK1,TSNBK1
780B21,SH,ZH9623,,309.986877,109.250534,21.793850,-19,749,10393,ZGBH,ZGBH
78031b,SYAirport,ZH9628,,250.207581,123.483765,41.640244,0,618,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.487000,41.636799,0,11,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,99.952690,111.421791,23.252838,-487,889,9220,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.986877,109.248398,21.795547,-19,749,10393,HAKHU1,HAKHU1
780786,OKAir,ZH9959,B-5606,25.333704,115.653374,37.434380,-292,809,8404,TSNBK1,TSNBK1
78031b,SYAirport,ZH9628,,250.207581,123.483765,41.640244,0,618,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.487045,41.636822,0,11,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,99.952690,111.421791,23.252838,-487,889,9220,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.986877,109.248398,21.795547,-19,749,10393,HAKHU1,HAKHU1
78031B,OKAir,ZH9628,B-6316,250.207581,118.903778,41.183323,0,618,9784,TSNBK1,TSNBK1
780786,OKAir,ZH9959,B-5606,25.032814,115.653374,37.434380,-312,805,8404,TSNBK1,TSNBK1
780317,HNAir,ZH9996,B-5322,99.952690,111.421791,23.252838,-487,889,9220,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.986877,109.248398,21.795547,-19,749,10393,HAKHU1,HAKHU1
78031b,SYAirport,ZH9628,,250.207581,123.483765,41.640244,0,618,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.487076,41.636845,0,11,0,ZYTX,ZYTX
78031B,OKAir,ZH9628,B-6316,250.207581,118.903778,41.183323,0,618,9784,TSNBK1,TSNBK1
780786,OKAir,ZH9959,B-5606,25.032814,115.653374,37.434380,-312,805,8404,TSNBK1,TSNBK1
78031b,SYAirport,ZH9628,,250.207581,123.483765,41.640244,0,618,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.487137,41.636902,0,11,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,99.952690,111.421791,23.252838,-487,889,9220,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.986877,109.248398,21.795547,-19,749,10393,HAKHU1,HAKHU1
78031B,OKAir,ZH9628,B-6316,250.265564,118.903778,41.183323,0,619,9784,TSNBK1,TSNBK1
780786,OKAir,ZH9959,B-5606,25.032814,115.653374,37.434380,-312,805,8404,TSNBK1,TSNBK1
78031b,SYAirport,ZH9628,,250.207581,123.483765,41.640244,0,618,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.487144,41.636917,0,11,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,99.952690,111.421791,23.252838,-487,889,9220,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.986877,109.248398,21.795547,-19,749,10393,HAKHU1,HAKHU1
78031B,OKAir,ZH9628,B-6316,250.265564,118.892944,41.180374,0,619,9784,TSNBK1,TSNBK1
780786,OKAir,ZH9959,B-5606,25.032814,115.653374,37.434380,-312,805,8404,TSNBK1,TSNBK1
780317,HNAir,ZH9996,B-5322,99.952690,111.421791,23.252838,-487,889,9220,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.986877,109.248398,21.795547,-19,749,10393,HAKHU1,HAKHU1
78031b,SYAirport,ZH9628,,250.207581,123.483765,41.640244,0,618,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.487160,41.637009,0,11,0,ZYTX,ZYTX
78031B,OKAir,ZH9628,B-6316,250.265564,118.892944,41.180374,0,619,9784,TSNBK1,TSNBK1
780786,OKAir,ZH9959,B-5606,25.032814,115.653374,37.434380,-312,805,8404,TSNBK1,TSNBK1
78031b,SYAirport,ZH9628,,250.207581,123.483765,41.640244,0,618,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.487160,41.637043,0,11,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,99.952690,111.421791,23.252838,-487,889,9220,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.986877,109.248398,21.795547,-19,749,10393,HAKHU1,HAKHU1
78031B,OKAir,ZH9628,B-6316,250.265564,118.892944,41.180374,0,619,9784,TSNBK1,TSNBK1
780786,OKAir,ZH9959,B-5606,25.032814,115.653374,37.434380,-312,805,8404,TSNBK1,TSNBK1
78031b,SYAirport,ZH9628,,250.207581,123.483765,41.640244,0,618,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.487160,41.637089,0,11,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,99.952690,111.421791,23.252838,-487,889,9220,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.986877,109.248398,21.795547,-19,749,10393,HAKHU1,HAKHU1
78031B,OKAir,ZH9628,B-6316,250.323212,118.892944,41.180374,19,621,9784,TSNBK1,TSNBK1
780786,OKAir,ZH9959,B-5606,25.032814,115.653374,37.434380,-312,805,8404,TSNBK1,TSNBK1
78031b,SYAirport,ZH9628,,250.207581,123.483765,41.640244,0,618,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.487122,41.637150,0,11,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,99.952690,111.421791,23.252838,-487,889,9220,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.986877,109.223373,21.815031,-19,749,10393,HAKHU1,HAKHU1
78031B,OKAir,ZH9628,B-6316,250.323212,118.892944,41.180374,19,621,9784,TSNBK1,TSNBK1
780786,OKAir,ZH9959,B-5606,25.032814,115.653374,37.434380,-312,805,8404,TSNBK1,TSNBK1
78031b,SYAirport,ZH9628,,250.207581,123.483765,41.640244,0,618,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.487106,41.637196,0,11,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,99.952690,111.421791,23.252838,-487,889,9220,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.986877,109.223373,21.815031,-19,749,10393,HAKHU1,HAKHU1
78031B,OKAir,ZH9628,B-6316,250.323212,118.892944,41.180374,19,621,9784,TSNBK1,TSNBK1
780786,OKAir,ZH9959,B-5606,25.032814,115.653374,37.434380,-312,805,8404,TSNBK1,TSNBK1
78031b,SYAirport,ZH9628,,250.207581,123.483765,41.640244,0,618,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.487076,41.637241,0,11,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,99.952690,111.421791,23.252838,-487,889,9220,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.787445,109.223373,21.815031,0,749,10393,HAKHU1,HAKHU1
78031B,OKAir,ZH9628,B-6316,250.323212,118.892944,41.180374,0,621,9784,TSNBK1,TSNBK1
780786,OKAir,ZH9959,B-5606,25.032814,115.653374,37.434380,-312,805,8404,TSNBK1,TSNBK1
780317,HNAir,ZH9996,B-5322,99.952690,111.421791,23.252838,-487,889,9220,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.787445,109.223373,21.815031,0,749,10393,HAKHU1,HAKHU1
78031b,SYAirport,ZH9628,,250.207581,123.483765,41.640244,0,618,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.487030,41.637299,0,11,0,ZYTX,ZYTX
78031B,OKAir,ZH9628,B-6316,250.323212,118.892944,41.180374,0,621,9784,TSNBK1,TSNBK1
780786,OKAir,ZH9959,B-5606,25.208145,115.653374,37.434380,-292,804,8404,TSNBK1,TSNBK1
78031b,SYAirport,ZH9628,,250.207581,123.483765,41.640244,0,618,9784,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,0,123.487030,41.637299,0,12,0,ZYTX,ZYTX
780317,HNAir,ZH9996,B-5322,99.952690,111.421791,23.252838,-487,889,9220,HAKHU1,HAKHU1
780B21,HNAir,ZH9623,,309.787445,109.223373,21.815031,0,749,10393,HAKHU1,HAKHU1
